peak	gene	zscore	pvalue
chr6-129747129-129747981	Klra4	14.0127540793388	6.51270443342292e-45
chr6-129747129-129747981	Klra8	10.4186154968086	1.01949842622908e-25
chr6-129747129-129747981	Klra7	11.8318050232366	1.33665221850234e-32
chr6-129947272-129947919	Klra4	5.79668966265882	3.38183422413806e-09
chr6-129947272-129947919	Klra8	3.19205760035283	0.000706315795671837
chr6-131244459-131245367	Klra2	5.10050966185817	1.69370043734586e-07
chr6-131263789-131264676	Klra2	4.87199757408572	5.52377629322323e-07
chr6-136491884-136492759	Plbd1	5.27657036724762	6.58119923981678e-08
chr6-137257800-137258742	Hist4h4	5.03236899887553	2.42227821327577e-07
chr6-137410331-137411219	Ptpro	5.08940230978314	1.79596921309528e-07
chr6-137412896-137413724	Ptpro	4.1615871946331	1.58021639332662e-05
chr6-141523963-141524871	Slco1c1	14.950496292586	7.72963822258339e-51
chr6-141523963-141524871	Slco1a4	15.5107832278152	1.46639737948714e-54
chr6-142560890-142561789	Cmas	4.41645236592832	5.01669992398648e-06
chr6-143220406-143221177	Etnk1	3.87936473439594	5.23648099446187e-05
chr6-145088181-145089062	Gm15706	4.70445646300343	1.2727158784396e-06
chr6-145686783-145687624	Gm15706	4.69993848276207	1.30119936462217e-06
chr6-146338360-146339097	4930479D17Rik	4.74984849644036	1.01784550506835e-06
chr6-146665169-146666072	4930479D17Rik	4.77529341502417	8.97227103402882e-07
chr6-147125961-147126819	4930479D17Rik	6.15565670673758	3.738351173068e-10
chr6-148443886-148444731	Far2	10.2949368578965	3.71341426776134e-25
chr6-149233963-149234883	Caprin2	4.65541641874062	1.61663276179182e-06
chr7-3376583-3377504	Pira2	5.33168179842067	4.86536687343981e-08
chr7-3940644-3941554	Leng9	4.27295191907148	9.64510320533313e-06
chr7-4387138-4388079	Ttyh1	6.19138044137686	2.98197833402944e-10
chr7-4323056-4323936	Ncr1	3.34446368987399	0.000412209102502624
chr7-4387138-4388079	Shisa7	9.91110217718057	1.86256880538039e-23
chr7-4409654-4410496	Dnaaf3	4.8561704661557	5.98388422299902e-07
chr7-4454568-4455499	Ptprh	9.02123443959964	9.29908031426501e-20
chr7-4532021-4532921	Ptprh	4.11815836530239	1.90956109377749e-05
chr7-4948108-4948793	Gm15510	3.22852778957507	0.0006221458438066
chr7-6357241-6358189	Zfp444	4.52971703134455	2.95313680537478e-06
chr7-11988627-11989115	Zfp551	6.52971603584463	3.2947251128416e-11
chr7-16167256-16168175	Meis3	3.35174958700078	0.000401513091417618
chr7-18926051-18926947	Gpr4	6.49940927607429	4.03180060688057e-11
chr7-19011816-19012775	Six5	5.76958598085504	3.97332625231016e-09
chr7-19159744-19160667	Ppp1r13l	5.58281403126828	1.18328881174147e-08
chr7-19202723-19203625	Zfp296	13.1249153349628	1.18523767800583e-39
chr7-19303516-19304425	Fosb	5.68862261074119	6.40340715321385e-09
chr7-19308215-19309060	Fosb	3.69358896331744	0.000110555552555327
chr7-19309848-19310743	Fosb	4.23953669386512	1.11990790432769e-05
chr7-19319655-19320572	Fosb	5.34628769628512	4.48882358149778e-08
chr7-19824105-19824554	Relb	4.36965861388885	6.22204625593383e-06
chr7-19683572-19684393	Apoe	8.08870683271209	3.0150759325697e-16
chr7-19817282-19818088	Bcl3	6.49773624630162	4.0768795186994e-11
chr7-24978485-24979393	Grik5	5.21179739744391	9.35098666608778e-08
chr7-25573115-25573980	Ceacam2	5.60013849513877	1.07090309491099e-08
chr7-25575174-25575984	B3gnt8	4.64963661058274	1.66260187729341e-06
chr7-25680421-25681336	Tgfb1	3.11570141681054	0.000917539892126058
chr7-27418828-27419721	Sptbn4	4.6999258298654	1.30127998706541e-06
chr7-28508777-28509609	Timm50	5.23622033787762	8.19491383030584e-08
chr7-28372349-28373270	Zfp36	3.20020671061771	0.000686645284531208
chr7-28375295-28376155	Zfp36	3.68925041326276	0.000112457878263654
chr7-28376302-28376999	Zfp36	5.87054647914681	2.17180491471673e-09
chr7-28378828-28379712	Zfp36	4.02818419697813	2.81046494561631e-05
chr7-28380727-28381522	Zfp36	3.79237790609267	7.4605808163671e-05
chr7-28382738-28383622	Zfp36	4.0122838674562	3.00670636712424e-05
chr7-31002356-31003336	Fxyd5	6.29851452962177	1.50255780823704e-10
chr7-35122556-35123368	Cebpa	4.65241146504808	1.64037805822377e-06
chr7-36697872-36698570	Tshz3	8.53225560443349	7.17607590118687e-18
chr7-43436280-43437232	Nkg7	8.19265772561423	1.2776002408466e-16
chr7-44572046-44572905	Napsa	6.45375733336575	5.45552390654044e-11
chr7-44740991-44741909	Tead2	5.15959419163132	1.23742844394493e-07
chr7-44959864-44960792	Pih1d1	3.94208920125265	4.03874612207072e-05
chr7-44997056-44997990	Cd37	3.24795635319513	0.000581185498350812
chr7-45555533-45556444	Tead2	5.8801130140452	2.04993229926103e-09
chr7-45260411-45261278	Ppfia3	3.83495413150057	6.27938645772577e-05
chr7-45759199-45760133	Ppfia3	5.03677524834462	2.36720064926469e-07
chr7-45457002-45457909	Snrnp70	3.85726012512328	5.73325580255018e-05
chr7-45819329-45820284	Kcna7	4.38939805459267	5.68324237494981e-06
chr7-45525805-45526725	Ppp1r15a	4.41316275574389	5.09356768340322e-06
chr7-45654437-45655325	Sult2b1	8.05678124008423	3.91648243645485e-16
chr7-45685323-45686137	Sult2b1	4.91503999683132	4.43821678945636e-07
chr7-45902301-45903257	Sult2b1	6.81401937591661	4.74544567398385e-12
chr7-46788071-46788934	Saa3	5.72619844094804	5.13530383106892e-09
chr7-48998192-48999074	Nav2	3.94715809287826	3.95421693869113e-05
chr7-55744320-55745242	Siglech	3.55012087283272	0.000192527156251298
chr7-55767780-55768644	Siglech	3.2938678821339	0.000494094671849068
chr7-55784305-55785231	Siglech	3.79600553709745	7.35231075367525e-05
chr7-55911221-55912094	Siglech	3.09092725330849	0.000997662561346115
chr7-55784305-55785231	Cyfip1	3.26937843461672	0.00053892020341684
chr7-55784305-55785231	Herc2	3.15233079495239	0.000809863325540321
chr7-55852607-55853534	Cyfip1	3.61494391752314	0.000150206323481534
chr7-58448574-58449379	Atp10a	6.74428401974731	7.68917291063599e-12
chr7-58711546-58712424	Atp10a	7.56478460898208	1.94253908315983e-14
chr7-66178797-66179726	Chsy1	4.50231653466734	3.36083859000618e-06
chr7-67445261-67446173	Mef2a	3.42075190622199	0.000312241358833352
chr7-68144304-68145119	Igf1r	4.07316895537001	2.31888774719516e-05
chr7-68275601-68276549	Fam169b	8.91168286958532	2.51318658140081e-19
chr7-70345790-70346631	Nr2f2	9.84711970912181	3.52682024100882e-23
chr7-72260956-72261886	Mctp2	6.9140613414943	2.3548568071088e-12
chr7-72269828-72270708	Mctp2	5.51534390316814	1.74049294983302e-08
chr7-72275178-72276013	Mctp2	8.9098667706163	2.55469622756296e-19
chr7-72306163-72307011	Mctp2	3.74777818388566	8.92039599855934e-05
chr7-74554488-74555347	Slco3a1	5.64562551193851	8.22908740834292e-09
chr7-75785677-75786544	AU020206	4.11890370411745	1.90339588512554e-05
chr7-76709112-76709943	Agbl1	4.53100636762662	2.9351684461731e-06
chr7-80715005-80715928	Iqgap1	3.71823976997139	0.000100307905711114
chr7-80781984-80782839	Iqgap1	4.454349520994	4.20739611807687e-06
chr7-88277597-88278394	Ctsc	5.01587313066064	2.63965792664511e-07
chr7-88284934-88285808	Ctsc	6.18006508875205	3.20375892452346e-10
chr7-89632463-89633360	Prss23	8.35762939356953	3.19955513349676e-17
chr7-90039192-90040087	Picalm	4.30865516288812	8.2125113275936e-06
chr7-90129729-90130594	Picalm	3.29702970170801	0.000488565836655389
chr7-96386237-96387238	Tenm4	5.87954411036991	2.05698980468092e-09
chr7-97338877-97339779	Gab2	3.26307859998962	0.000551044746514953
chr7-97863246-97864164	Alg8	4.04245661161474	2.6447051220395e-05
chr7-97811338-97812194	B3gnt6	6.45036160009967	5.57917960161193e-11
chr7-99155139-99156037	Dgat2	6.88313612176594	2.92745152958487e-12
chr7-99410049-99410911	Dgat2	5.00354920190374	2.81421459245783e-07
chr7-99674649-99675459	Slco2b1	3.20499710491436	0.000675319195465803
chr7-99674649-99675459	Rnf169	4.27097908480425	9.73083308511326e-06
chr7-100041484-100042372	Ucp3	5.70650525805212	5.76596731116955e-09
chr7-100852943-100853876	Gm10603	5.56235933624248	1.33075771706941e-08
chr7-100680949-100681743	Dnajb13	4.15866039320232	1.60059708419394e-05
chr7-100661019-100661935	Fam168a	3.71959232512808	9.97722989535287e-05
chr7-100950229-100951160	P2ry6	3.13861346676992	0.000848746004338694
chr7-101450966-101451517	Pde2a	3.7230616652629	9.84107128132872e-05
chr7-104218765-104219575	Trim6	6.57678286259122	2.40368004246773e-11
chr7-105640052-105640932	Tpp1	3.28371531152772	0.000512241771603701
chr7-106236386-106237231	Gm4070	4.63131889665831	1.8167186778081e-06
chr7-106236386-106237231	Gvin1	8.98414042185856	1.30382294265056e-19
chr7-109613555-109614465	Zfp143	4.5440455456404	2.75923629644952e-06
chr7-110862595-110863469	Lyve1	11.0759698642893	8.20468539591383e-29
chr7-110949062-110949936	Mrvi1	5.07615566042945	1.92573902735291e-07
chr7-111779600-111780470	Galnt18	6.53747679236921	3.12826747098317e-11
chr7-112678990-112679802	Parva	15.0106272069683	3.12766978517355e-51
chr7-112678990-112679802	Tead1	10.7911549951286	1.89498068064632e-27
chr7-113770005-113770937	Spon1	3.94073817568411	4.06156255661819e-05
chr7-114317198-114318027	4933406I18Rik	3.10520017248569	0.000950751461466235
chr7-117414489-117415359	Xylt1	4.48405742002711	3.66184704277145e-06
chr7-117462292-117463263	Xylt1	4.90925648806697	4.5711171563094e-07
chr7-117470096-117471028	Xylt1	4.20232437446358	1.32094099566347e-05
chr7-117486356-117487245	Xylt1	5.89067256488655	1.92313494455609e-09
chr7-121258553-121259472	Eef2k	3.10105719702711	0.000964155195665606
chr7-122329184-122330139	Prkcb	3.66792187700131	0.000122264934580148
chr7-125650870-125651651	Kdm8	6.91958152734403	2.264898689025e-12
chr7-125473590-125474436	Nsmce1	4.96629366042566	3.41222955158418e-07
chr7-126368978-126369972	Lat	6.94874025892487	1.84281201593135e-12
chr7-126594582-126595505	Gm20650	3.28886420205613	0.000502962726454898
chr7-126596181-126597068	Pagr1a	5.13808542058615	1.38775860299956e-07
chr7-127355438-127356293	Gm20650	3.81537437972439	6.79883088780764e-05
chr7-127284953-127285665	Spn	3.91602428299889	4.50105924357764e-05
chr7-127287704-127288609	Spn	4.0277722292849	2.81539264611765e-05
chr7-127676834-127677860	Mylpf	4.22533309082077	1.19293804259896e-05
chr7-127278044-127278977	Itgal	5.32720134930268	4.98687907446958e-08
chr7-127295807-127296736	Itgal	4.67049468116453	1.50237631925256e-06
chr7-127295807-127296736	Zfp747	5.04566257063809	2.25976208211263e-07
chr7-128320855-128321806	Pycard	4.64254325398074	1.72073281481646e-06
chr7-128063278-128063963	Cox6a2	3.32382213425525	0.000443964038010518
chr7-128392169-128392991	Rgs10	3.42974406860482	0.000302075404084061
chr7-128523271-128524016	Bag3	5.63817266626793	8.59320683892321e-09
chr7-128538501-128539444	Bag3	4.91151232924692	4.51883017430374e-07
chr7-135588335-135589230	Mki67	5.88796124908308	1.95494380429528e-09
chr7-139067857-139068798	Lrrc27	4.29973305051218	8.55019832826982e-06
chr7-139128353-139129275	Pwwp2b	6.14172317643483	4.08155149393409e-10
chr7-139433925-139434831	Stk32c	9.46270478099798	1.50039333565168e-21
chr7-140892385-140893251	Ifitm6	5.68938488718003	6.37489015817179e-09
chr7-140916604-140917512	Ifitm6	7.47830490501575	3.76436809760393e-14
chr7-141133850-141134772	Ptdss2	4.63925600084613	1.74832848543205e-06
chr7-142068271-142069178	Gm16982	4.32219846936364	7.72410639614178e-06
chr7-142373317-142374256	Ifitm10	5.55641081861094	1.37689157543899e-08
chr7-142397706-142398574	Ifitm10	3.21408236608497	0.000654310644863311
chr7-142400239-142401055	Ifitm10	3.9397235843441	4.0787772583679e-05
chr7-142403371-142404284	Ifitm10	4.20503294022612	1.30522067545166e-05
chr7-144536106-144537034	Fadd	5.44123679711701	2.64559625617347e-08
chr7-145282809-145283503	Tpcn2	4.70008033878167	1.30029580652663e-06
chr8-12793007-12793950	4931415C17Rik	3.97396617410506	3.53428030816283e-05
chr8-22935395-22936293	Slc20a2	4.06341273125156	2.41802039850252e-05
chr8-24479408-24480237	Adam32	7.64398508323088	1.05299908039826e-14
chr8-25205514-25206458	Adam32	3.56422790152022	0.000182464393794858
chr8-26239399-26240322	Thap1	5.01059358696014	2.71312008811411e-07
chr8-39157609-39158311	Tusc3	4.38379760791291	5.83140669925028e-06
chr8-39971948-39972789	Fgf20	7.46400854645877	4.19645771069368e-14
chr8-40310966-40311846	Mtmr7	7.34799300617986	1.00602512115738e-13
chr8-40598246-40599033	Slc7a2	9.77286768593529	7.36123643292564e-23
chr8-40962879-40963692	Mtmr7	8.37102507276565	2.85595767863236e-17
chr8-41066833-41067721	Slc7a2	5.24958154329665	7.62225537013831e-08
chr8-41016002-41016912	Mtus1	4.072657506584	2.32398737819649e-05
chr8-47288533-47289554	Enpp6	5.47068415502655	2.24150805069882e-08
chr8-56294202-56295042	Hpgd	7.22975763360172	2.41928384906545e-13
chr8-56299135-56300007	Hpgd	4.23139689037194	1.16122226932066e-05
chr8-56301046-56301914	Hpgd	4.33105117238963	7.41995926905752e-06
chr8-56313333-56314238	Hpgd	4.14411592688588	1.70563577731818e-05
chr8-68211793-68212640	Psd3	7.16187467646543	3.9790580269716e-13
chr8-69268357-69269272	Lpl	4.37646635352619	6.03094003080735e-06
chr8-69938368-69939210	Pbx4	4.22543342824306	1.19240660072852e-05
chr8-70324759-70325706	Pbx4	5.87529829907205	2.11041302080583e-09
chr8-70559868-70560736	Jund	3.78256173148367	7.76112903145128e-05
chr8-70626154-70626788	Slc5a5	7.79163184793368	3.30746185176957e-15
chr8-70631509-70632218	Gdf15	7.46453293829641	4.17978007827531e-14
chr8-70698377-70699289	Jund	4.10152223715049	2.05220526905283e-05
chr8-70702503-70703434	Jund	11.7556383521726	3.3029804657469e-32
chr8-70704855-70705740	Jund	6.54514099007019	2.97196413255241e-11
chr8-70865283-70866182	Jund	3.27835659506846	0.000522067010240168
chr8-71261003-71261925	Dda1	4.0555378526672	2.50095354938085e-05
chr8-71848990-71849541	Unc13a	5.05001575547668	2.20886813173579e-07
chr8-72260815-72261726	Klf2	3.60982089770534	0.000153204249331585
chr8-72295419-72296292	Klf2	3.90209711821009	4.7681439331706e-05
chr8-72303365-72304312	Klf2	3.89448606795894	4.92035736563273e-05
chr8-72318545-72319426	Klf2	5.74587699284129	4.57228844859095e-09
chr8-75093146-75094060	Hmox1	5.70261575832338	5.89913676883905e-09
chr8-75119480-75120363	Mcm5	6.67378524474029	1.24644169074304e-11
chr8-76975158-76975998	Gm10649	9.75629550408021	8.66863762970612e-23
chr8-79044980-79045752	Lsm6	5.21207344036754	9.33707944812244e-08
chr8-80816834-80817724	Gab1	4.62714435182021	1.8537105965071e-06
chr8-83140787-83141657	Scoc	3.18559338331423	0.000722287370955309
chr8-83594090-83594996	Scoc	3.09913405677687	0.000970435893043285
chr8-83607754-83608614	Dnajb1	4.00213267405936	3.1387039742536e-05
chr8-83644753-83645655	1700067K01Rik	6.86934386565519	3.22489329251974e-12
chr8-83790385-83791154	D8Ertd738e	4.51058705206242	3.23242320047356e-06
chr8-83837665-83838504	1700067K01Rik	9.46851256367666	1.41928400345942e-21
chr8-84413987-84414913	Cacna1a	3.66888885579381	0.00012180347483271
chr8-84420335-84421246	Cacna1a	4.54600305085375	2.73371219809166e-06
chr8-84501198-84502118	Cacna1a	4.90195133837454	4.74446722410712e-07
chr8-84600037-84600719	Mast1	12.1241381546408	3.93417934932427e-34
chr8-85034415-85035267	Rad23a	4.59934180781475	2.11913944614118e-06
chr8-84943480-84944179	Gcdh	4.48546035341269	3.63783374438795e-06
chr8-85114997-85116016	Gcdh	5.69827661102407	6.05122890764756e-09
chr8-85139506-85140287	Mast1	3.92771361736369	4.28786203304208e-05
chr8-84973948-84974831	Junb	5.25887065853919	7.2471394045784e-08
chr8-84976158-84977023	Junb	3.23311962617022	0.000612231384817017
chr8-84978307-84979146	Junb	5.03902185693705	2.33958526223351e-07
chr8-84979635-84980490	Junb	3.38026814029972	0.000362075723092184
chr8-84980846-84981600	Junb	4.00191859319355	3.14154589719939e-05
chr8-86893278-86894087	Siah1a	4.13174369945236	1.80010862113051e-05
chr8-89354444-89355108	Sall1	3.463645765994	0.0002664538883226
chr8-89392503-89393399	Sall1	3.31059410084146	0.000465490719268641
chr8-90876096-90876900	Chd9	3.49716540423837	0.000235115089955246
chr8-92852921-92853810	Lpcat2	3.24036163708653	0.000596890961136223
chr8-94429221-94430006	9330175E14Rik	5.72832735434709	5.07128515411672e-09
chr8-94433864-94434739	Nlrc5	5.19084736104666	1.04669594487973e-07
chr8-95380677-95381587	Mmp15	6.80192857128034	5.16138907410395e-12
chr8-104695413-104696291	Car7	6.06399894477659	6.63890129825589e-10
chr8-105639803-105640586	Pard6a	4.17016346868344	1.52190613867676e-05
chr8-106363993-106364885	Smpd3	4.70509665577913	1.26872853496693e-06
chr8-106560839-106561747	Pdf	4.12122394123167	1.88432434937697e-05
chr8-106929241-106930190	Pdf	5.65843826232308	7.63783232297514e-09
chr8-110856560-110857420	Il34	4.13281331530881	1.79174890527319e-05
chr8-110859462-110860367	Il34	6.85459291321977	3.57579387441113e-12
chr8-111558777-111559647	Tmem231	5.35198243733195	4.34979220094648e-08
chr8-117074153-117075041	1700030J22Rik	6.59568211401679	2.11652530701533e-11
chr8-120211124-120212056	A130014A01Rik	5.30162365824101	5.73886310917128e-08
chr8-120817753-120818636	1190005I06Rik	5.63715813644993	8.64396732946556e-09
chr8-122314865-122315529	Mvd	5.68335369645875	6.60393582252497e-09
chr8-122443105-122444009	Rnf166	3.18699065183951	0.000718807106244748
chr8-122463452-122464277	Aprt	4.53051182080862	2.94204810996912e-06
chr8-123628748-123629406	Def8	4.80752419704884	7.64054640841665e-07
chr8-124361548-124362401	Fam89a	6.06294934875189	6.68238821054787e-10
chr8-125060612-125061478	Fam89a	5.10172691628199	1.68284080333454e-07
chr8-125849181-125850323	Map10	4.41622174793176	5.02205241966278e-06
chr8-126163572-126164543	Coa6	4.18369778419307	1.4340266809808e-05
chr9-6168151-6169014	Pdgfd	20.6618995514602	3.81514446048124e-95
chr9-8592319-8593243	Trpc6	10.1033847109509	2.66838810282238e-24
chr9-9238519-9239419	Arhgap42	8.91008134444175	2.54975675722746e-19
chr9-9500670-9501809	Arhgap42	6.12656555281182	4.48981102571403e-10
chr9-22209007-22209881	Spc24	9.37511751903003	3.45493749785529e-21
chr9-21859204-21860188	Gm16845	4.3762878992503	6.03587729220544e-06
chr9-25027308-25028218	Gm29642	4.23288538663693	1.15356047978692e-05
chr9-32928295-32929247	Ets1	4.63683669559555	1.76890850076226e-06
chr9-40642438-40643327	Clmp	4.47382889664699	3.84156153448558e-06
chr9-40800624-40801522	Hspa8	4.46294689457811	4.04200468140274e-06
chr9-40804980-40805911	Hspa8	7.26347281885265	1.8863813924896e-13
chr9-40807416-40808387	Hspa8	11.3353082575481	4.38613440209326e-30
chr9-40813731-40814652	Hspa8	5.49608176925097	1.94161251923236e-08
chr9-42108148-42108953	Sc5d	4.23570376949041	1.13918490584659e-05
chr9-43115760-43116747	D630033O11Rik	4.88310627993612	5.22137739221214e-07
chr9-43570905-43571812	D630033O11Rik	4.77316703668352	9.06756288728577e-07
chr9-44078808-44079710	Mcam	7.43894798294034	5.07451372169199e-14
chr9-44532992-44533794	Cd3g	7.6746465929475	8.29376648088398e-15
chr9-44532992-44533794	Cd3d	3.86622028503838	5.52675530092735e-05
chr9-44690570-44691484	Cd3g	4.62779285963452	1.8479169707344e-06
chr9-44868449-44869327	Cd3g	6.20183672546304	2.79039805414409e-10
chr9-44868449-44869327	Mpzl3	7.59479717476708	1.54137452340324e-14
chr9-45009079-45010018	Cd3g	5.72558397897253	5.15392696372188e-09
chr9-45054888-45055817	Cd3g	5.53359135317785	1.56869728481475e-08
chr9-45235546-45236489	Cd3d	4.93478542774457	4.01194618602582e-07
chr9-45294105-45295063	Cd3d	4.25447188641221	1.04771491837188e-05
chr9-45009079-45010018	Cd3e	4.7127635528976	1.22189851236178e-06
chr9-45274147-45275127	Il10ra	3.97658186896058	3.49564683195389e-05
chr9-45936660-45937576	Bace1	4.98874646508906	3.03861710531335e-07
chr9-47733727-47734627	Cadm1	4.28293598791367	9.2221623477066e-06
chr9-50632108-50632704	Rpl10-ps3	6.14384120813885	4.02746849153392e-10
chr9-50944555-50945405	Layn	4.65679996666864	1.60581106495467e-06
chr9-57283149-57284332	Ptpn9	4.13917963641594	1.74274977856069e-05
chr9-57773914-57774788	Ppcdc	3.80450244886705	7.1044753233817e-05
chr9-57650487-57651432	Scamp5	4.0461390094093	2.60346600153438e-05
chr9-57831119-57832045	Cox5a	4.72814656818502	1.13289303899539e-06
chr9-60264445-60265231	Thsd4	6.53209218354917	3.24286066159585e-11
chr9-60981217-60981895	Gm10655	6.70990146766445	9.73779385154456e-12
chr9-62245563-62246318	Paqr5	7.6393124074196	1.09192417296398e-14
chr9-64959445-64960083	Slc24a1	4.18810006129358	1.40649747966702e-05
chr9-65038420-65039351	Slc24a1	5.28079108221525	6.43136470383725e-08
chr9-65398084-65398971	Rbpms2	8.30109310441724	5.15789047867839e-17
chr9-71091831-71092745	Gm10642	4.22442872193206	1.19773825530334e-05
chr9-71667490-71668443	Cgnl1	15.4029926192591	7.81333938387889e-54
chr9-72493277-72494180	Nedd4	6.31406705995271	1.35898035308377e-10
chr9-74996081-74996927	Gnb5	3.64106541874007	0.000135756064539801
chr9-75045148-75046074	Gnb5	4.92940460932984	4.12402979544775e-07
chr9-75070925-75071860	Myo5a	6.20115923612749	2.80243839853023e-10
chr9-75076895-75077770	Myo5a	5.32921901119702	4.93179975286677e-08
chr9-75089019-75089833	Myo5a	4.11808885413266	1.91013703370206e-05
chr9-75089922-75090711	Myo5a	3.93108981910829	4.22808352543046e-05
chr9-75089019-75089833	4933433G15Rik	4.81967542556191	7.18959832585708e-07
chr9-75303501-75304403	Gnb5	4.74956391586488	1.01927880399271e-06
chr9-77636157-77637056	Klhl31	4.81968411200105	7.18928530692644e-07
chr9-77707354-77708036	Gsta4	10.1779212719074	1.24409871587513e-24
chr9-79919105-79919942	4930429F24Rik	6.48355556440798	4.47929317073937e-11
chr9-82853982-82854755	Irak1bp1	4.00972629254531	3.03945855211805e-05
chr9-86485546-86486470	Ube2cbp	5.77316452160928	3.88982066825493e-09
chr9-87740341-87741274	Tbx18	10.188272709442	1.11851715966065e-24
chr9-88714282-88715205	Gm2396	4.45086103135411	4.27633384387979e-06
chr9-88976598-88977522	4930579C12Rik	5.2884787096833	6.16689208106895e-08
chr9-89706626-89707561	Rasgrf1	6.91764103634082	2.29613058679125e-12
chr9-91381243-91382142	Zic4	6.10241376716924	5.22392404850799e-10
chr9-92113523-92114410	Plod2	13.0238970884287	4.47423550821336e-39
chr9-92374095-92375691	Plscr2	8.45701356995877	1.37156003752952e-17
chr9-106499887-106500702	Poc1a	6.22620971273346	2.38927174349563e-10
chr9-106312731-106313635	Dusp7	4.55838383073012	2.57743822831936e-06
chr9-107675546-107676386	Hyal2	5.18433815908755	1.08391647151889e-07
chr9-107597260-107598150	Hyal3	4.97421091244561	3.27569751217005e-07
chr9-108135923-108136851	Cdhr4	4.01121327540581	3.02037544463895e-05
chr9-108321810-108322650	Lamb2	5.69566014658664	6.14477327835663e-09
chr9-108761291-108762210	Slc26a6	4.69968956291226	1.30278632715418e-06
chr9-110946444-110947070	Als2cl	5.64996432734823	8.02405682072121e-09
chr9-111056849-111057794	Ccrl2	6.05778156753997	6.90058139551797e-10
chr9-116254609-116255508	Gadl1	3.81358462019432	6.84827994947844e-05
chr9-116098636-116099578	Tgfbr2	3.64011096707051	0.000136260284712528
chr9-118357159-118358023	Eomes	8.95438122338479	1.70823182914472e-19
chr9-118415960-118416840	Eomes	9.59221328384101	4.31076890536603e-22
chr9-118489343-118490232	Eomes	7.73010633701287	5.37283926466287e-15
chr9-120034097-120035029	Cx3cr1	3.37479404168976	0.000369354764872032
chr9-120047924-120048884	Cx3cr1	3.28821091688323	0.000504131360690769
chr9-120067937-120068797	Cx3cr1	3.61163049829981	0.000152138951397898
chr9-123509670-123510502	Cxcr6	10.180196385286	1.21535163005694e-24
chr9-123722516-123723414	Cxcr6	4.13936384008964	1.74135115514033e-05
chr9-123754096-123754969	Cxcr6	13.9403154330471	1.80172059410981e-44
chr9-123754096-123754969	Ccr2	3.38238746552471	0.000359293563129814
chr9-123813804-123814652	Cxcr6	4.16050158291683	1.5877470794186e-05
chr9-123872085-123873136	Cxcr6	8.10807815289801	2.57133288589804e-16
chr9-123931560-123932465	Ccr5	5.21135981527922	9.37307337119226e-08
chr9-123968248-123969168	Ccr1	6.77784983629772	6.09887643399026e-12
chr9-124068143-124069035	Ccr2	5.11900565447425	1.53575376880744e-07
chr9-124146036-124146935	Ccr2	7.70106639386375	6.74676762530201e-15
chr9-124121172-124121913	Ccr5	4.66898544443496	1.51345410609968e-06
chr9-124126261-124126934	Ccr5	4.77663810148236	8.91250753035351e-07
chr10-4430125-4431055	Rmnd1	4.10592082956786	2.01353701036715e-05
chr10-5550132-5551275	Syne1	3.38558418536095	0.000355134597505355
chr10-8070974-8071769	Lrp11	4.41910255601342	4.95558048512212e-06
chr10-8870153-8871153	Sash1	7.64116331789816	1.07633897947829e-14
chr10-8881369-8882273	Sash1	5.3048435445111	5.63848374482482e-08
chr10-12887992-12888971	Utrn	6.38273149324316	8.69783847538143e-11
chr10-18749822-18750695	Perp	4.72518866227586	1.14950907057559e-06
chr10-19009017-19009920	Tnfaip3	5.30014416386297	5.78556384663397e-08
chr10-19014972-19015862	Tnfaip3	4.08418811712172	2.21155943572884e-05
chr10-20166682-20167412	4933406P04Rik	5.12086591387646	1.52067925519105e-07
chr10-21204129-21205037	Myb	4.9799424945998	3.18015846743101e-07
chr10-21251964-21252669	Myb	4.73843788028612	1.07686014608331e-06
chr10-21252783-21253303	Myb	3.25864771009683	0.000559722917675742
chr10-21362978-21364020	Myb	5.03311653442415	2.41284785217752e-07
chr10-21523837-21524747	Sgk1	3.57504007952562	0.000175087124027972
chr10-21604859-21605713	Sgk1	3.45654042021744	0.000273578570704265
chr10-21609363-21610258	Sgk1	4.40203003630723	5.3621352841795e-06
chr10-21636420-21637339	Sgk1	5.13531607641363	1.40835113470174e-07
chr10-22000173-22001117	Gm5420	5.71526716257741	5.4765900994595e-09
chr10-21694884-21695743	Sgk1	3.76271324943809	8.40399409722887e-05
chr10-21701241-21702155	Sgk1	7.75215594646955	4.5172670951597e-15
chr10-21946552-21947496	Sgk1	4.06588993132349	2.39247583291027e-05
chr10-21990996-21991861	Sgk1	4.67517332661877	1.46852727212054e-06
chr10-21992795-21993490	Sgk1	4.47774383136654	3.77180221350012e-06
chr10-21994132-21995046	Sgk1	5.71390282398663	5.52070328363167e-09
chr10-21998481-21999406	Sgk1	8.4080172838515	2.08499856220422e-17
chr10-22000173-22001117	Sgk1	14.8231016348207	5.19375889623452e-50
chr10-26520841-26521625	Samd3	3.90730917320399	4.66648494691582e-05
chr10-28074303-28075236	Ptprk	6.38403443070582	8.62411416625044e-11
chr10-28540506-28541400	Ptprk	5.80264112737466	3.26392046747767e-09
chr10-28515676-28516643	Themis	3.84967949963305	5.91362412742906e-05
chr10-28593553-28594468	Themis	13.6954399562849	5.40517872783743e-43
chr10-28667929-28668889	Themis	5.60572900497345	1.0369011075993e-08
chr10-28729864-28730710	Themis	3.65000310456131	0.000131118569659657
