"seqnames","start","end","region_id","cluster_assignment"
"chr4",62695660,62696520,"region_1999","IFN.Responsive.Microglia"
"chr4",62697197,62698112,"region_2000","IFN.Responsive.Microglia"
"chr4",62780174,62781073,"region_2001","IFN.Responsive.Microglia"
"chr4",63158694,63159603,"region_2002","IFN.Responsive.Microglia"
"chr4",63307117,63308022,"region_2003","IFN.Responsive.Microglia"
"chr4",63423857,63424759,"region_2004","IFN.Responsive.Microglia"
"chr4",63480142,63480901,"region_2005","IFN.Responsive.Microglia"
"chr4",63840185,63841099,"region_2006","IFN.Responsive.Microglia"
"chr4",63898852,63899775,"region_2007","IFN.Responsive.Microglia"
"chr4",82512805,82513702,"region_2008","IFN.Responsive.Microglia"
"chr4",86579740,86580676,"region_2009","IFN.Responsive.Microglia"
"chr4",86669368,86670217,"region_2010","IFN.Responsive.Microglia"
"chr4",86689946,86690815,"region_2011","IFN.Responsive.Microglia"
"chr4",88515478,88516330,"region_2012","IFN.Responsive.Microglia"
"chr4",88707026,88707799,"region_2013","IFN.Responsive.Microglia"
"chr4",88864644,88865341,"region_2014","IFN.Responsive.Microglia"
"chr4",89145100,89145972,"region_2015","IFN.Responsive.Microglia"
"chr4",93550792,93551712,"region_2016","IFN.Responsive.Microglia"
"chr4",95048141,95049039,"region_2017","IFN.Responsive.Microglia"
"chr4",95214895,95215808,"region_2018","IFN.Responsive.Microglia"
"chr4",95303048,95303965,"region_2019","IFN.Responsive.Microglia"
"chr4",97662548,97663475,"region_2020","IFN.Responsive.Microglia"
"chr4",98108510,98109447,"region_2021","IFN.Responsive.Microglia"
"chr4",98201957,98202879,"region_2022","IFN.Responsive.Microglia"
"chr4",101198069,101198990,"region_2023","IFN.Responsive.Microglia"
"chr4",101254776,101255662,"region_2024","IFN.Responsive.Microglia"
"chr4",101357201,101358055,"region_2025","IFN.Responsive.Microglia"
"chr4",102533700,102534646,"region_2026","IFN.Responsive.Microglia"
"chr4",102571800,102572723,"region_2027","IFN.Responsive.Microglia"
"chr4",105163806,105164726,"region_2028","IFN.Responsive.Microglia"
"chr4",105263343,105264257,"region_2029","IFN.Responsive.Microglia"
"chr4",106880826,106881742,"region_2030","IFN.Responsive.Microglia"
"chr4",107079928,107080854,"region_2031","IFN.Responsive.Microglia"
"chr4",107675342,107676297,"region_2032","IFN.Responsive.Microglia"
"chr4",108406056,108406963,"region_2033","IFN.Responsive.Microglia"
"chr4",108460444,108461010,"region_2034","IFN.Responsive.Microglia"
"chr4",109405951,109406643,"region_2035","IFN.Responsive.Microglia"
"chr4",109456567,109457470,"region_2036","IFN.Responsive.Microglia"
"chr4",110050641,110051499,"region_2037","IFN.Responsive.Microglia"
"chr4",111414577,111415489,"region_2038","IFN.Responsive.Microglia"
"chr4",111719588,111720451,"region_2039","IFN.Responsive.Microglia"
"chr4",111721231,111722088,"region_2040","IFN.Responsive.Microglia"
"chr4",114710856,114711758,"region_2041","IFN.Responsive.Microglia"
"chr4",115784622,115785521,"region_2042","IFN.Responsive.Microglia"
"chr4",117041168,117042164,"region_2043","IFN.Responsive.Microglia"
"chr4",117484219,117485120,"region_2044","IFN.Responsive.Microglia"
"chr4",117928462,117929171,"region_2045","IFN.Responsive.Microglia"
"chr4",118106664,118107626,"region_2046","IFN.Responsive.Microglia"
"chr4",119204414,119205288,"region_2047","IFN.Responsive.Microglia"
"chr4",120006495,120007199,"region_2048","IFN.Responsive.Microglia"
"chr4",120053908,120054778,"region_2049","IFN.Responsive.Microglia"
"chr4",120914304,120915054,"region_2050","IFN.Responsive.Microglia"
"chr4",120991428,120992244,"region_2051","IFN.Responsive.Microglia"
"chr4",122838143,122839085,"region_2052","IFN.Responsive.Microglia"
"chr4",123018727,123019613,"region_2053","IFN.Responsive.Microglia"
"chr4",123342513,123343437,"region_2054","IFN.Responsive.Microglia"
"chr4",123529040,123529922,"region_2055","IFN.Responsive.Microglia"
"chr4",123616358,123617211,"region_2056","IFN.Responsive.Microglia"
"chr4",123667229,123668131,"region_2057","IFN.Responsive.Microglia"
"chr4",124216922,124217824,"region_2058","IFN.Responsive.Microglia"
"chr4",124738516,124739346,"region_2059","IFN.Responsive.Microglia"
"chr4",124741334,124742267,"region_2060","IFN.Responsive.Microglia"
"chr4",124997335,124998249,"region_2061","IFN.Responsive.Microglia"
"chr4",125065210,125065872,"region_2062","IFN.Responsive.Microglia"
"chr4",125130954,125131898,"region_2063","IFN.Responsive.Microglia"
"chr4",125144919,125145807,"region_2064","IFN.Responsive.Microglia"
"chr4",126286313,126287238,"region_2065","IFN.Responsive.Microglia"
"chr4",126305176,126306063,"region_2066","IFN.Responsive.Microglia"
"chr4",126309544,126310424,"region_2067","IFN.Responsive.Microglia"
"chr4",126465531,126466444,"region_2068","IFN.Responsive.Microglia"
"chr4",126540518,126541397,"region_2069","IFN.Responsive.Microglia"
"chr4",127168754,127169607,"region_2070","IFN.Responsive.Microglia"
"chr4",128706385,128707195,"region_2071","IFN.Responsive.Microglia"
"chr4",128806750,128807341,"region_2072","IFN.Responsive.Microglia"
"chr4",128884307,128885078,"region_2073","IFN.Responsive.Microglia"
"chr4",129034930,129035783,"region_2074","IFN.Responsive.Microglia"
"chr4",129495429,129496230,"region_2075","IFN.Responsive.Microglia"
"chr4",129496522,129497379,"region_2076","IFN.Responsive.Microglia"
"chr4",129513141,129514006,"region_2077","IFN.Responsive.Microglia"
"chr4",129829648,129830501,"region_2078","IFN.Responsive.Microglia"
"chr4",129984598,129985459,"region_2079","IFN.Responsive.Microglia"
"chr4",130045327,130046224,"region_2080","IFN.Responsive.Microglia"
"chr4",130308299,130309001,"region_2081","IFN.Responsive.Microglia"
"chr4",130801776,130802704,"region_2082","IFN.Responsive.Microglia"
"chr4",130878269,130879184,"region_2083","IFN.Responsive.Microglia"
"chr4",130921774,130922396,"region_2084","IFN.Responsive.Microglia"
"chr4",132079405,132080248,"region_2085","IFN.Responsive.Microglia"
"chr4",132607953,132608867,"region_2086","IFN.Responsive.Microglia"
"chr4",132611019,132611904,"region_2087","IFN.Responsive.Microglia"
"chr4",132930489,132931409,"region_2088","IFN.Responsive.Microglia"
"chr4",132973637,132974522,"region_2089","IFN.Responsive.Microglia"
"chr4",133011065,133011956,"region_2090","IFN.Responsive.Microglia"
"chr4",133107570,133108495,"region_2091","IFN.Responsive.Microglia"
"chr4",133182377,133183289,"region_2092","IFN.Responsive.Microglia"
"chr4",133196553,133197480,"region_2093","IFN.Responsive.Microglia"
"chr4",133309669,133310587,"region_2094","IFN.Responsive.Microglia"
"chr4",133464844,133465765,"region_2095","IFN.Responsive.Microglia"
"chr4",133498155,133498877,"region_2096","IFN.Responsive.Microglia"
"chr4",133552863,133553795,"region_2097","IFN.Responsive.Microglia"
"chr4",133592333,133593242,"region_2098","IFN.Responsive.Microglia"
"chr4",133751332,133752236,"region_2099","IFN.Responsive.Microglia"
"chr4",133836493,133837411,"region_2100","IFN.Responsive.Microglia"
"chr4",133903186,133904074,"region_2101","IFN.Responsive.Microglia"
"chr4",133918148,133919077,"region_2102","IFN.Responsive.Microglia"
"chr4",134005358,134006234,"region_2103","IFN.Responsive.Microglia"
"chr4",134401142,134402049,"region_2104","IFN.Responsive.Microglia"
"chr4",134512585,134513492,"region_2105","IFN.Responsive.Microglia"
"chr4",134547853,134548747,"region_2106","IFN.Responsive.Microglia"
"chr4",134601173,134602061,"region_2107","IFN.Responsive.Microglia"
"chr4",134623889,134624794,"region_2108","IFN.Responsive.Microglia"
"chr4",134701640,134702497,"region_2109","IFN.Responsive.Microglia"
"chr4",134916757,134917636,"region_2110","IFN.Responsive.Microglia"
"chr4",135178699,135179563,"region_2111","IFN.Responsive.Microglia"
"chr4",135181578,135182494,"region_2112","IFN.Responsive.Microglia"
"chr4",135192570,135193489,"region_2113","IFN.Responsive.Microglia"
"chr4",135203004,135203901,"region_2114","IFN.Responsive.Microglia"
"chr4",135236414,135237350,"region_2115","IFN.Responsive.Microglia"
"chr4",135411365,135412262,"region_2116","IFN.Responsive.Microglia"
"chr4",135941957,135942813,"region_2117","IFN.Responsive.Microglia"
"chr4",135954000,135954923,"region_2118","IFN.Responsive.Microglia"
"chr4",136163238,136164145,"region_2119","IFN.Responsive.Microglia"
"chr4",136878194,136879152,"region_2120","IFN.Responsive.Microglia"
"chr4",136924268,136925170,"region_2121","IFN.Responsive.Microglia"
"chr4",137577956,137578870,"region_2122","IFN.Responsive.Microglia"
"chr4",137722426,137723329,"region_2123","IFN.Responsive.Microglia"
"chr4",137795960,137796830,"region_2124","IFN.Responsive.Microglia"
"chr4",137861735,137862631,"region_2125","IFN.Responsive.Microglia"
"chr4",137967916,137968823,"region_2126","IFN.Responsive.Microglia"
"chr4",138082807,138083711,"region_2127","IFN.Responsive.Microglia"
"chr4",138443816,138444719,"region_2128","IFN.Responsive.Microglia"
"chr4",138493204,138493979,"region_2129","IFN.Responsive.Microglia"
"chr4",138866206,138867090,"region_2130","IFN.Responsive.Microglia"
"chr4",138968848,138969763,"region_2131","IFN.Responsive.Microglia"
"chr4",139258675,139259603,"region_2132","IFN.Responsive.Microglia"
"chr4",139490446,139491367,"region_2133","IFN.Responsive.Microglia"
"chr4",139640415,139641392,"region_2134","IFN.Responsive.Microglia"
"chr4",140902145,140903053,"region_2135","IFN.Responsive.Microglia"
"chr4",141031490,141032401,"region_2136","IFN.Responsive.Microglia"
"chr4",141044511,141045416,"region_2137","IFN.Responsive.Microglia"
"chr4",141419111,141420030,"region_2138","IFN.Responsive.Microglia"
"chr4",141425377,141426340,"region_2139","IFN.Responsive.Microglia"
"chr4",141500304,141501218,"region_2140","IFN.Responsive.Microglia"
"chr4",141860237,141861160,"region_2141","IFN.Responsive.Microglia"
"chr4",141913320,141914238,"region_2142","IFN.Responsive.Microglia"
"chr4",141925642,141926584,"region_2143","IFN.Responsive.Microglia"
"chr4",142017453,142018362,"region_2144","IFN.Responsive.Microglia"
"chr4",143288254,143289126,"region_2145","IFN.Responsive.Microglia"
"chr4",145231408,145232287,"region_2146","IFN.Responsive.Microglia"
"chr4",145254113,145255036,"region_2147","IFN.Responsive.Microglia"
"chr4",147927595,147928316,"region_2148","IFN.Responsive.Microglia"
"chr4",147959946,147960857,"region_2149","IFN.Responsive.Microglia"
"chr4",148114551,148115333,"region_2150","IFN.Responsive.Microglia"
"chr4",148604541,148605453,"region_2151","IFN.Responsive.Microglia"
"chr4",148654737,148655624,"region_2152","IFN.Responsive.Microglia"
"chr4",148902703,148903555,"region_2153","IFN.Responsive.Microglia"
"chr4",149171266,149172172,"region_2154","IFN.Responsive.Microglia"
"chr4",149504467,149505368,"region_2155","IFN.Responsive.Microglia"
"chr4",149711821,149712623,"region_2156","IFN.Responsive.Microglia"
"chr4",149743936,149744831,"region_2157","IFN.Responsive.Microglia"
"chr4",149791964,149792885,"region_2158","IFN.Responsive.Microglia"
"chr4",149888766,149889633,"region_2159","IFN.Responsive.Microglia"
"chr4",150001705,150002534,"region_2160","IFN.Responsive.Microglia"
"chr4",150048069,150048526,"region_2161","IFN.Responsive.Microglia"
"chr4",150075925,150076848,"region_2162","IFN.Responsive.Microglia"
"chr4",150091866,150092726,"region_2163","IFN.Responsive.Microglia"
"chr4",150173049,150173950,"region_2164","IFN.Responsive.Microglia"
"chr4",150513387,150514282,"region_2165","IFN.Responsive.Microglia"
"chr4",150626223,150627031,"region_2166","IFN.Responsive.Microglia"
"chr4",150882341,150883276,"region_2167","IFN.Responsive.Microglia"
"chr4",150901403,150902301,"region_2168","IFN.Responsive.Microglia"
"chr4",152062140,152063079,"region_2169","IFN.Responsive.Microglia"
"chr4",152223898,152224794,"region_2170","IFN.Responsive.Microglia"
"chr4",154105102,154106017,"region_2171","IFN.Responsive.Microglia"
"chr4",154163086,154163983,"region_2172","IFN.Responsive.Microglia"
"chr4",154836920,154837825,"region_2173","IFN.Responsive.Microglia"
"chr4",154985859,154986757,"region_2174","IFN.Responsive.Microglia"
"chr4",155132892,155133821,"region_2175","IFN.Responsive.Microglia"
"chr4",155160607,155161491,"region_2176","IFN.Responsive.Microglia"
"chr4",155178031,155178907,"region_2177","IFN.Responsive.Microglia"
"chr4",155345222,155346022,"region_2178","IFN.Responsive.Microglia"
"chr4",155368445,155369350,"region_2179","IFN.Responsive.Microglia"
"chr4",155467279,155468161,"region_2180","IFN.Responsive.Microglia"
"chr4",155487599,155488467,"region_2181","IFN.Responsive.Microglia"
"chr4",155492244,155492947,"region_2182","IFN.Responsive.Microglia"
"chr4",155601147,155601976,"region_2183","IFN.Responsive.Microglia"
"chr4",156033238,156034187,"region_2184","IFN.Responsive.Microglia"
"chr4",156200378,156201298,"region_2185","IFN.Responsive.Microglia"
"chr12",3297342,3298259,"region_2186","IFN.Responsive.Microglia"
"chr12",3356621,3357529,"region_2187","IFN.Responsive.Microglia"
"chr12",3390662,3391567,"region_2188","IFN.Responsive.Microglia"
"chr12",3695510,3696415,"region_2189","IFN.Responsive.Microglia"
"chr12",3894395,3895091,"region_2190","IFN.Responsive.Microglia"
"chr12",4717135,4718024,"region_2191","IFN.Responsive.Microglia"
"chr12",4915184,4916008,"region_2192","IFN.Responsive.Microglia"
"chr12",7978235,7979140,"region_2193","IFN.Responsive.Microglia"
"chr12",8301496,8302383,"region_2194","IFN.Responsive.Microglia"
"chr12",8347646,8348587,"region_2195","IFN.Responsive.Microglia"
"chr12",8357137,8358041,"region_2196","IFN.Responsive.Microglia"
"chr12",8432623,8433441,"region_2197","IFN.Responsive.Microglia"
"chr12",8502418,8503198,"region_2198","IFN.Responsive.Microglia"
"chr12",8947474,8948368,"region_2199","IFN.Responsive.Microglia"
"chr12",16577570,16578481,"region_2200","IFN.Responsive.Microglia"
"chr12",16870369,16871262,"region_2201","IFN.Responsive.Microglia"
"chr12",16877074,16878005,"region_2202","IFN.Responsive.Microglia"
"chr12",17466524,17467466,"region_2203","IFN.Responsive.Microglia"
"chr12",17530561,17531478,"region_2204","IFN.Responsive.Microglia"
"chr12",17568844,17569743,"region_2205","IFN.Responsive.Microglia"
"chr12",21287180,21287941,"region_2206","IFN.Responsive.Microglia"
"chr12",24696842,24697814,"region_2207","IFN.Responsive.Microglia"
"chr12",25177553,25178459,"region_2208","IFN.Responsive.Microglia"
"chr12",26456026,26456900,"region_2209","IFN.Responsive.Microglia"
"chr12",26459806,26460710,"region_2210","IFN.Responsive.Microglia"
"chr12",26469007,26469872,"region_2211","IFN.Responsive.Microglia"
"chr12",28726886,28727781,"region_2212","IFN.Responsive.Microglia"
"chr12",31996594,31997590,"region_2213","IFN.Responsive.Microglia"
"chr12",32060847,32061722,"region_2214","IFN.Responsive.Microglia"
"chr12",32795530,32796389,"region_2215","IFN.Responsive.Microglia"
"chr12",32856592,32857534,"region_2216","IFN.Responsive.Microglia"
"chr12",32897228,32898134,"region_2217","IFN.Responsive.Microglia"
"chr12",33045404,33046323,"region_2218","IFN.Responsive.Microglia"
"chr12",34485778,34486673,"region_2219","IFN.Responsive.Microglia"
"chr12",35075743,35076642,"region_2220","IFN.Responsive.Microglia"
"chr12",35294486,35295387,"region_2221","IFN.Responsive.Microglia"
"chr12",35534572,35535394,"region_2222","IFN.Responsive.Microglia"
"chr12",35799001,35799921,"region_2223","IFN.Responsive.Microglia"
"chr12",35824218,35825158,"region_2224","IFN.Responsive.Microglia"
"chr12",36036478,36037410,"region_2225","IFN.Responsive.Microglia"
"chr12",36381407,36382360,"region_2226","IFN.Responsive.Microglia"
"chr12",40270931,40271853,"region_2227","IFN.Responsive.Microglia"
"chr12",40554764,40555692,"region_2228","IFN.Responsive.Microglia"
"chr12",45011187,45012126,"region_2229","IFN.Responsive.Microglia"
"chr12",52120118,52120807,"region_2230","IFN.Responsive.Microglia"
"chr12",52327744,52328674,"region_2231","IFN.Responsive.Microglia"
"chr12",52396080,52396957,"region_2232","IFN.Responsive.Microglia"
"chr12",52397620,52398524,"region_2233","IFN.Responsive.Microglia"
"chr12",52850222,52851050,"region_2234","IFN.Responsive.Microglia"
"chr12",52932206,52933138,"region_2235","Infiltrating.Macrophages"
"chr12",55473527,55474443,"region_2236","Infiltrating.Macrophages"
"chr12",69157149,69157952,"region_2237","Infiltrating.Macrophages"
"chr12",69445996,69446806,"region_2238","Infiltrating.Macrophages"
"chr12",69501825,69502688,"region_2239","Infiltrating.Macrophages"
"chr12",70969723,70970471,"region_2240","Infiltrating.Macrophages"
"chr12",71885555,71886389,"region_2241","Infiltrating.Macrophages"
"chr12",72104263,72105184,"region_2242","Infiltrating.Macrophages"
"chr12",72427507,72428406,"region_2243","Infiltrating.Macrophages"
"chr12",75727211,75728076,"region_2244","Infiltrating.Macrophages"
"chr12",76328716,76329701,"region_2245","Infiltrating.Macrophages"
"chr12",76537173,76538082,"region_2246","Infiltrating.Macrophages"
"chr12",77270415,77271324,"region_2247","Infiltrating.Macrophages"
"chr12",78350525,78351440,"region_2248","Infiltrating.Macrophages"
"chr12",79060463,79061383,"region_2249","Infiltrating.Macrophages"
"chr12",79193205,79194116,"region_2250","Infiltrating.Macrophages"
"chr12",79743828,79744733,"region_2251","Infiltrating.Macrophages"
"chr12",79754816,79755708,"region_2252","Infiltrating.Macrophages"
"chr12",79812718,79813280,"region_2253","Infiltrating.Macrophages"
"chr12",79849744,79850664,"region_2254","Infiltrating.Macrophages"
"chr12",80106841,80107696,"region_2255","Infiltrating.Macrophages"
"chr12",80126990,80127904,"region_2256","Infiltrating.Macrophages"
"chr12",80258975,80259720,"region_2257","Infiltrating.Macrophages"
"chr12",80938612,80939225,"region_2258","Infiltrating.Macrophages"
"chr12",81532430,81533310,"region_2259","Infiltrating.Macrophages"
"chr12",81746165,81747054,"region_2260","Infiltrating.Macrophages"
"chr12",81862106,81862981,"region_2261","Infiltrating.Macrophages"
"chr12",83929005,83929910,"region_2262","Infiltrating.Macrophages"
"chr12",84030671,84031584,"region_2263","Infiltrating.Macrophages"
"chr12",84762318,84763156,"region_2264","Infiltrating.Macrophages"
"chr12",85288142,85289062,"region_2265","Infiltrating.Macrophages"
"chr12",85339927,85340648,"region_2266","Infiltrating.Macrophages"
"chr12",85444360,85445300,"region_2267","Infiltrating.Macrophages"
"chr12",85471845,85472684,"region_2268","Infiltrating.Macrophages"
"chr12",85478569,85479240,"region_2269","Infiltrating.Macrophages"
"chr12",85574708,85575433,"region_2270","Infiltrating.Macrophages"
"chr12",85712213,85713106,"region_2271","Infiltrating.Macrophages"
"chr12",85729125,85730028,"region_2272","Infiltrating.Macrophages"
"chr12",85963464,85964287,"region_2273","Infiltrating.Macrophages"
"chr12",85979794,85980699,"region_2274","Infiltrating.Macrophages"
"chr12",86162597,86163544,"region_2275","Infiltrating.Macrophages"
"chr12",86686379,86687177,"region_2276","Infiltrating.Macrophages"
"chr12",86771772,86772684,"region_2277","Infiltrating.Macrophages"
"chr12",86803554,86804558,"region_2278","Infiltrating.Macrophages"
"chr12",86818904,86819808,"region_2279","Infiltrating.Macrophages"
"chr12",86944725,86945721,"region_2280","Infiltrating.Macrophages"
"chr12",87407392,87408329,"region_2281","Infiltrating.Macrophages"
"chr12",87412928,87413836,"region_2282","Infiltrating.Macrophages"
"chr12",88445252,88446172,"region_2283","Infiltrating.Macrophages"
"chr12",91534183,91535113,"region_2284","Infiltrating.Macrophages"
"chr12",91668256,91669182,"region_2285","Infiltrating.Macrophages"
"chr12",98268145,98268990,"region_2286","Infiltrating.Macrophages"
"chr12",98282945,98283812,"region_2287","Infiltrating.Macrophages"
"chr12",99294572,99295386,"region_2288","Infiltrating.Macrophages"
"chr12",99328686,99329602,"region_2289","Infiltrating.Macrophages"
"chr12",99560896,99561651,"region_2290","Infiltrating.Macrophages"
"chr12",99564445,99565204,"region_2291","Infiltrating.Macrophages"
"chr12",99795710,99796580,"region_2292","Infiltrating.Macrophages"
"chr12",100067166,100068064,"region_2293","Infiltrating.Macrophages"
"chr12",101028821,101029718,"region_2294","Infiltrating.Macrophages"
"chr12",102296810,102297687,"region_2295","Infiltrating.Macrophages"
"chr12",102307796,102308487,"region_2296","Infiltrating.Macrophages"
"chr12",102432544,102433404,"region_2297","Infiltrating.Macrophages"
"chr12",102453294,102454211,"region_2298","Infiltrating.Macrophages"
"chr12",103433788,103434657,"region_2299","Infiltrating.Macrophages"
"chr12",105009538,105010443,"region_2300","Infiltrating.Macrophages"
"chr12",105970933,105971827,"region_2301","Infiltrating.Macrophages"
"chr12",106034059,106034963,"region_2302","Infiltrating.Macrophages"
"chr12",106658011,106658914,"region_2303","Infiltrating.Macrophages"
"chr12",110498455,110499174,"region_2304","Infiltrating.Macrophages"
"chr12",110503117,110503977,"region_2305","Infiltrating.Macrophages"
"chr12",110681626,110682455,"region_2306","Infiltrating.Macrophages"
"chr12",110682762,110683561,"region_2307","Infiltrating.Macrophages"
"chr12",110686559,110687486,"region_2308","Infiltrating.Macrophages"
"chr12",110779118,110779955,"region_2309","Infiltrating.Macrophages"
"chr12",111309022,111309928,"region_2310","Infiltrating.Macrophages"
"chr12",111485353,111486219,"region_2311","Infiltrating.Macrophages"
"chr12",111694197,111695045,"region_2312","Infiltrating.Macrophages"
"chr12",111846842,111847662,"region_2313","Infiltrating.Macrophages"
"chr12",112542667,112543580,"region_2314","Infiltrating.Macrophages"
"chr12",112746566,112747322,"region_2315","Infiltrating.Macrophages"
"chr12",112760212,112761081,"region_2316","Infiltrating.Macrophages"
"chr12",112867051,112867838,"region_2317","Infiltrating.Macrophages"
"chr12",112875326,112876217,"region_2318","Infiltrating.Macrophages"
"chr12",112957623,112958366,"region_2319","Infiltrating.Macrophages"
"chr12",112985862,112986472,"region_2320","Infiltrating.Macrophages"
"chr12",116054157,116055069,"region_2321","Infiltrating.Macrophages"
"chr12",117480754,117481598,"region_2322","Infiltrating.Macrophages"
"chr12",117628431,117629339,"region_2323","Infiltrating.Macrophages"
"chr12",119376595,119377510,"region_2324","Infiltrating.Macrophages"
"chr16",3231624,3232024,"region_2325","Infiltrating.Macrophages"
"chr16",3232095,3232756,"region_2326","Infiltrating.Macrophages"
"chr16",3235881,3236574,"region_2327","Infiltrating.Macrophages"
"chr16",3350563,3351495,"region_2328","Infiltrating.Macrophages"
"chr16",4500423,4501343,"region_2329","Infiltrating.Macrophages"
"chr16",4560467,4561255,"region_2330","Infiltrating.Macrophages"
"chr16",4677795,4678632,"region_2331","Infiltrating.Macrophages"
"chr16",4979708,4980623,"region_2332","Infiltrating.Macrophages"
"chr16",5244176,5245081,"region_2333","Infiltrating.Macrophages"
"chr16",5406455,5407369,"region_2334","Infiltrating.Macrophages"
"chr16",5431408,5432322,"region_2335","Infiltrating.Macrophages"
"chr16",10452254,10453171,"region_2336","Infiltrating.Macrophages"
"chr16",10460937,10461862,"region_2337","Infiltrating.Macrophages"
"chr16",10774391,10775331,"region_2338","Infiltrating.Macrophages"
"chr16",11092277,11093157,"region_2339","Infiltrating.Macrophages"
"chr16",11411466,11412387,"region_2340","Infiltrating.Macrophages"
"chr16",11823887,11824718,"region_2341","Infiltrating.Macrophages"
"chr16",13754171,13755049,"region_2342","Infiltrating.Macrophages"
"chr16",15956174,15957041,"region_2343","Infiltrating.Macrophages"
"chr16",16525182,16526108,"region_2344","Infiltrating.Macrophages"
"chr16",16907612,16908521,"region_2345","Infiltrating.Macrophages"
"chr16",17221891,17222797,"region_2346","Infiltrating.Macrophages"
"chr16",17720867,17721685,"region_2347","Infiltrating.Macrophages"
"chr16",17744299,17745193,"region_2348","Infiltrating.Macrophages"
"chr16",17811891,17812790,"region_2349","Infiltrating.Macrophages"
"chr16",18127069,18127949,"region_2350","Infiltrating.Macrophages"
"chr16",18422839,18423751,"region_2351","Infiltrating.Macrophages"
"chr16",21630385,21631279,"region_2352","Infiltrating.Macrophages"
"chr16",21719391,21720361,"region_2353","Infiltrating.Macrophages"
"chr16",21947077,21947965,"region_2354","Infiltrating.Macrophages"
"chr16",22120899,22121789,"region_2355","Infiltrating.Macrophages"
"chr16",23280354,23280700,"region_2356","Infiltrating.Macrophages"
"chr16",23296512,23297416,"region_2357","Infiltrating.Macrophages"
"chr16",23314592,23315487,"region_2358","Infiltrating.Macrophages"
"chr16",23492503,23493418,"region_2359","Infiltrating.Macrophages"
"chr16",23515503,23516435,"region_2360","Infiltrating.Macrophages"
"chr16",23609442,23610372,"region_2361","Infiltrating.Macrophages"
"chr16",23992986,23993890,"region_2362","Infiltrating.Macrophages"
"chr16",24027089,24028015,"region_2363","Infiltrating.Macrophages"
"chr16",24193182,24194072,"region_2364","Infiltrating.Macrophages"
"chr16",24599500,24600409,"region_2365","Infiltrating.Macrophages"
"chr16",24637225,24638109,"region_2366","Infiltrating.Macrophages"
"chr16",24891195,24892114,"region_2367","Infiltrating.Macrophages"
"chr16",25024348,25025273,"region_2368","Infiltrating.Macrophages"
"chr16",25038204,25039003,"region_2369","Infiltrating.Macrophages"
"chr16",25058809,25059615,"region_2370","Infiltrating.Macrophages"
"chr16",25958429,25959330,"region_2371","Infiltrating.Macrophages"
"chr16",28911260,28912180,"region_2372","Infiltrating.Macrophages"
"chr16",30059009,30059926,"region_2373","Infiltrating.Macrophages"
"chr16",30257564,30258495,"region_2374","Infiltrating.Macrophages"
"chr16",30271887,30272783,"region_2375","Infiltrating.Macrophages"
"chr16",30308297,30309206,"region_2376","Infiltrating.Macrophages"
"chr16",30374008,30374905,"region_2377","Infiltrating.Macrophages"
"chr16",30502206,30503079,"region_2378","Infiltrating.Macrophages"
"chr16",30689192,30690129,"region_2379","Infiltrating.Macrophages"
"chr16",30787373,30788236,"region_2380","Infiltrating.Macrophages"
"chr16",30938402,30939310,"region_2381","Infiltrating.Macrophages"
"chr16",31029501,31030417,"region_2382","Infiltrating.Macrophages"
"chr16",31182292,31183218,"region_2383","Infiltrating.Macrophages"
"chr16",31235319,31236166,"region_2384","Infiltrating.Macrophages"
"chr16",31429450,31430260,"region_2385","Infiltrating.Macrophages"
"chr16",31570433,31571351,"region_2386","Infiltrating.Macrophages"
"chr16",31938508,31939412,"region_2387","Infiltrating.Macrophages"
"chr16",32176828,32177763,"region_2388","Infiltrating.Macrophages"
"chr16",32395960,32396877,"region_2389","Infiltrating.Macrophages"
"chr16",32401303,32402165,"region_2390","Infiltrating.Macrophages"
"chr16",33079820,33080708,"region_2391","Infiltrating.Macrophages"
"chr16",33573447,33574367,"region_2392","Infiltrating.Macrophages"
"chr16",33820521,33821445,"region_2393","Infiltrating.Macrophages"
"chr16",35054673,35055582,"region_2394","Infiltrating.Macrophages"
"chr16",35868885,35869776,"region_2395","Infiltrating.Macrophages"
"chr16",36769851,36770747,"region_2396","Infiltrating.Macrophages"
"chr16",36985390,36986311,"region_2397","Infiltrating.Macrophages"
"chr16",37689006,37689914,"region_2398","Infiltrating.Macrophages"
"chr16",38110319,38111172,"region_2399","Infiltrating.Macrophages"
"chr16",38393960,38394805,"region_2400","Infiltrating.Macrophages"
"chr16",38395003,38395790,"region_2401","Infiltrating.Macrophages"
"chr16",39109111,39110047,"region_2402","Infiltrating.Macrophages"
"chr16",43965551,43966519,"region_2403","Infiltrating.Macrophages"
"chr16",45226859,45227762,"region_2404","Infiltrating.Macrophages"
"chr16",49981976,49982893,"region_2405","Infiltrating.Macrophages"
"chr16",50779101,50780003,"region_2406","Infiltrating.Macrophages"
"chr16",52452749,52453645,"region_2407","Infiltrating.Macrophages"
"chr16",55746944,55747862,"region_2408","Infiltrating.Macrophages"
"chr16",55798591,55799502,"region_2409","Infiltrating.Macrophages"
"chr16",55811600,55812481,"region_2410","Infiltrating.Macrophages"
"chr16",56061796,56062673,"region_2411","Infiltrating.Macrophages"
"chr16",57336452,57337367,"region_2412","Infiltrating.Macrophages"
"chr16",58732082,58732959,"region_2413","Infiltrating.Macrophages"
"chr16",73596903,73597948,"region_2414","Infiltrating.Macrophages"
